ProductId,ItemCode,ItemDescription,FamilyName,GroupHeader,MainGroup,SubGroup1,SubGroup2,SubGroup3,SubGroup4,SubGroup5,SubGroup6,SubGroup7,SubGroup8,ProductFamily,ItemPurchaseType,Price in USD - P.Y,Price in USD - C.Y,Price in INR - P.Y,Price in INR - C.Y,AnnexureId,UnitofMeasures,EDApplicable,VATApplicable,PackageType,VariantCode,VariantDescription,BelongsTo,,,,
2086,BCFC350011-,Base Cabinet, Corner Filler, 35H x 00D x 11L,Corner Fillers-Base Cabinet-Kewaunee-BCFC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Fillers,Standing Height,,,,Import,BCFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2087,BCFC350012-,Base Cabinet, Corner Filler, 35H x 00D x 12L,Corner Fillers-Base Cabinet-Kewaunee-BCFC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Fillers,Standing Height,,,,Import,BCFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2088,BCAC290003-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 03L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2089,BCAC290004-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 04L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2090,BCAC290005-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 05L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2091,BCAC290006-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 06L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2092,BCAC290007-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 07L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2093,BCAC290008-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 08L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2094,BCAC290009-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 09L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2095,BCAC290010-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 10L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2096,BCAC290011-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 11L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2097,BCAC290012-,Base Cabinet, Corner Filler, Applique, 29H x 00D x 12L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Sitting Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2098,BCAC320003-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 03L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2099,BCAC320004-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 04L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2100,BCAC320005-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 05L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2101,BCAC320006-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 06L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2102,BCAC320007-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 07L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2103,BCAC320008-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 08L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2104,BCAC320009-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 09L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2105,BCAC320010-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 10L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2106,BCAC320011-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 11L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2107,BCAC320012-,Base Cabinet, Corner Filler, Applique, 32H x 00D x 12L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,ADA Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2108,BCAC350003-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 03L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2109,BCAC350004-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 04L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2110,BCAC350005-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 05L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2111,BCAC350006-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 06L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2112,BCAC350007-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 07L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2113,BCAC350008-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 08L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2114,BCAC350009-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 09L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2115,BCAC350010-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 10L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2116,BCAC350011-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 11L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2117,BCAC350012-,Base Cabinet, Corner Filler, Applique, 35H x 00D x 12L,Corner Appique Panels-Base Cabinet-Kewaunee-BCAC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Corner Applique Panels,Standing Height,,,BCAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
2118,BRSC290001-,Base Cabinet, Rear Scribe, 29H x 00D x 01L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2119,BRSC290002-,Base Cabinet, Rear Scribe, 29H x 00D x 02L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2120,BRSC290003-,Base Cabinet, Rear Scribe, 29H x 00D x 03L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2121,BRSC290004-,Base Cabinet, Rear Scribe, 29H x 00D x 04L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2122,BRSC290005-,Base Cabinet, Rear Scribe, 29H x 00D x 05L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2123,BRSC290006-,Base Cabinet, Rear Scribe, 29H x 00D x 06L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2124,BRSC290007-,Base Cabinet, Rear Scribe, 29H x 00D x 07L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2125,BRSC290008-,Base Cabinet, Rear Scribe, 29H x 00D x 08L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2126,BRSC290009-,Base Cabinet, Rear Scribe, 29H x 00D x 09L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2127,BRSC290010-,Base Cabinet, Rear Scribe, 29H x 00D x 10L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2128,BRSC290011-,Base Cabinet, Rear Scribe, 29H x 00D x 11L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2129,BRSC290012-,Base Cabinet, Rear Scribe, 29H x 00D x 12L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2130,BRSC290013-,Base Cabinet, Rear Scribe, 29H x 00D x 13L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2131,BRSC290014-,Base Cabinet, Rear Scribe, 29H x 00D x 14L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2132,BRSC290015-,Base Cabinet, Rear Scribe, 29H x 00D x 15L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2133,BRSC290016-,Base Cabinet, Rear Scribe, 29H x 00D x 16L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2134,BRSC290017-,Base Cabinet, Rear Scribe, 29H x 00D x 17L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2135,BRSC290018-,Base Cabinet, Rear Scribe, 29H x 00D x 18L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2136,BRSC290019-,Base Cabinet, Rear Scribe, 29H x 00D x 19L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2137,BRSC290020-,Base Cabinet, Rear Scribe, 29H x 00D x 20L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2138,BRSC290021-,Base Cabinet, Rear Scribe, 29H x 00D x 21L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2139,BRSC290022-,Base Cabinet, Rear Scribe, 29H x 00D x 22L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2140,BRSC290023-,Base Cabinet, Rear Scribe, 29H x 00D x 23L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2141,BRSC290024-,Base Cabinet, Rear Scribe, 29H x 00D x 24L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Sitting Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2142,BRSC320001-,Base Cabinet, Rear Scribe, 32H x 00D x 01L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2143,BRSC320002-,Base Cabinet, Rear Scribe, 32H x 00D x 02L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2144,BRSC320003-,Base Cabinet, Rear Scribe, 32H x 00D x 03L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2145,BRSC320004-,Base Cabinet, Rear Scribe, 32H x 00D x 04L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2146,BRSC320005-,Base Cabinet, Rear Scribe, 32H x 00D x 05L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2147,BRSC320006-,Base Cabinet, Rear Scribe, 32H x 00D x 06L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2148,BRSC320007-,Base Cabinet, Rear Scribe, 32H x 00D x 07L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2149,BRSC320008-,Base Cabinet, Rear Scribe, 32H x 00D x 08L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2150,BRSC320009-,Base Cabinet, Rear Scribe, 32H x 00D x 09L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2151,BRSC320010-,Base Cabinet, Rear Scribe, 32H x 00D x 10L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2152,BRSC320011-,Base Cabinet, Rear Scribe, 32H x 00D x 11L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2153,BRSC320012-,Base Cabinet, Rear Scribe, 32H x 00D x 12L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2154,BRSC320013-,Base Cabinet, Rear Scribe, 32H x 00D x 13L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2155,BRSC320014-,Base Cabinet, Rear Scribe, 32H x 00D x 14L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2156,BRSC320015-,Base Cabinet, Rear Scribe, 32H x 00D x 15L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2157,BRSC320016-,Base Cabinet, Rear Scribe, 32H x 00D x 16L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2158,BRSC320017-,Base Cabinet, Rear Scribe, 32H x 00D x 17L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2159,BRSC320018-,Base Cabinet, Rear Scribe, 32H x 00D x 18L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2160,BRSC320019-,Base Cabinet, Rear Scribe, 32H x 00D x 19L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2161,BRSC320020-,Base Cabinet, Rear Scribe, 32H x 00D x 20L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2162,BRSC320021-,Base Cabinet, Rear Scribe, 32H x 00D x 21L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2163,BRSC320022-,Base Cabinet, Rear Scribe, 32H x 00D x 22L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2164,BRSC320023-,Base Cabinet, Rear Scribe, 32H x 00D x 23L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2165,BRSC320024-,Base Cabinet, Rear Scribe, 32H x 00D x 24L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,ADA Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2166,BRSC350001-,Base Cabinet, Rear Scribe, 35H x 00D x 01L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Standing Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2167,BRSC350002-,Base Cabinet, Rear Scribe, 35H x 00D x 02L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Standing Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2168,BRSC350003-,Base Cabinet, Rear Scribe, 35H x 00D x 03L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Standing Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2169,BRSC350004-,Base Cabinet, Rear Scribe, 35H x 00D x 04L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Standing Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
2170,BRSC350005-,Base Cabinet, Rear Scribe, 35H x 00D x 05L,Rear Scribe-Base Cabinet-Kewaunee-BRSC.rfa,Lab Design ,0SF,Research Collection,Base Cabinet Scribes & Fillers,Rear Scribes,Standing Height,,,,Import,BRSC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
